song_id,artist_name,composer,song_length,language,genre_ids,song_id_encoded
p+WxS35GIo9lHYpW17Bz/PRW+UcGH9R+bq+wU2caYnY=,Eminem,Jeff Bass| Luis Resto| Marshall Mathers,326426,52.0,1259,16316
ISZdpC3A/+xvUw0I6Kw0z03/kaK3AmnqV9FU2p9M8NU=,梁靜茹 (Fish Leong),Unknown,241162,3.0,465,6280
QlUy1PBD2efz5r78If3lgeSNnyl0z9Pr8zfGyDUYBlo=,來吧！焙焙！ (Come On! Bay Bay!),鄭焙隆,319007,3.0,829,8868
F47tNcssVODvVm4YvRyB3X5a2a7OjCGr0C3FwP3OUSY=,謝和弦 (R-chord),謝和弦,237714,3.0,465,5249
Mk3+/7Emj9HBT8NcLyjXPQGM7vqqIbVwyIH/rjWNUqg=,The Chainsmokers,Unknown,183693,52.0,1609,7605
4/6ACkzttCSoUEk7QT51XVPVCcdw6qUiKOpGE6BrzFM=,Jeon Woo Sung (NOEL),Unknown,232280,31.0,921,1826
gCso+dOukxNa781k6kUFCeb/YU7JvQQw5Jz0A3rNa4c=,林俊傑 (JJ Lin),Jj Lin,260597,3.0,465,13643
S4Vz9f3JarUEu2zk6XQmlnSV2Nb27XP2y/DpdWEcOb4=,John Gibbons,Mick Leeson| Peter Benson Vale,200489,52.0,1616|1609,9310
h0ISXNzIoQ8WWVshYObjXMU7QcJ9bCKPeDb+MYUn/7k=,劉若英 (Rene Liu),陳韋伶,244906,3.0,921,13876
jxJeKPTKVzgFNqGHg78W/JyYinrpna578hJu1527NOM=,Macklemore & Ryan Lewis,Unknown,320156,20.0,1259,14746
oO6C8AHzOfHIRYth6lmimbWHFRjdEQ9I0DNFhiPJBEk=,張韶涵 (Angela Chang),陳偉,241893,3.0,465,16122
X/ahpSXtVVsUh8MDmbPSYXFAWdIVDoJg2ll3xGT8iz4=,蕭亞軒 (Elva Hsiao),Unknown,251472,3.0,465,10793
46c0AE6V0Qg6d5UmYqF6aIkrKQMPoH0hsAcieX60ODw=,莊心妍,鄭錚錚,276062,3.0,465,1863
Df10AAdrU4bJTmbCDsdxtDRSCN9/BqGYHF3z9XBjK7U=,解偉苓 (Yvonne Hsieh),張義欣 Zhang| Yi-Xin,264359,3.0,458,4798
Nzgdb49M94I6V/MpuFVNqErEOmjivOEimEM3qdTbqU4=,Eric 周興哲,Unknown,235415,3.0,458,7998
IzCsSXiJTSRuxQYqfnWFgZo1qEhOG3U79SsuvJEVuf0=,滅火器 (Fire EX.),楊大正,192493,3.0,465,6441
ZEioseV1usF/Tb8U1ykir76WPAXuTNVyw0EsMCH812M=,劉德華 (Andy Lau),Xiong Mei Ling,276349,24.0,465,11495
jz91WbhHyCj+D/cC5dVJtzPXe5HAI4owQheoB+7AigI=,戴佩妮 (Penny Tai),戴佩妮Penny Tai,241893,3.0,Unknown,14751
OQ3rYYUMDJQkOsQj4W9M59ZPoyDQjKv85SvFKPnzrL8=,AMIT,阿弟仔,210442,10.0,Unknown,8143
ujVpB7U3TomHe1vMu+cfxyjG3/iP7LdRwHVuRTrD530=,陳奕迅 (Eason Chan),陳小霞/林夕,205659,3.0,465,18018
wHR3l1OnlYLQ4MSq297OltueKo0IJ73Sq+mkqNsQENI=,Dizzy Dizzo,Unknown,214413,3.0,465,18468
4DiMYYk6VFUK8pMeiGZ3/xEbBOKRi6txOBHDtuY7Zlg=,呂方 (Lui Fong),Antonio Chen| Chen Yao Chuan,255320,3.0,465,1894
Um823GraYvaBYxXsnM4KuMKzcvSSjqQDX6b26fjmKVE=,郭靜 (Claire Kuo),王雅君 ,290690,3.0,465,10129
iOVEcVT0KZTm7VLLgL5nRcFq9726/WOuVnQ7ZJ3l7kw=,Leona Lewis,Unknown,239583,52.0,465,14269
ePedImpFT72G7TljfoAa4g3s2Be8HaiPEvvj4lJhCmg=,Air Supply,Unknown,212462,52.0,465,13085
hvEtq6uySg+pvz15F6ClmqKOYHcvKQp1ooEm7V6QrPY=,The O'Neill Brothers Group,Unknown,153809,20.0,726,14126
0F6yN1Gxu+Lp+ZGpudIPA44jw71d4N2oUBb1l9GL7BY=,Bryson Tiller,Bryson Tiller| Isom Brandon Stewart| Tavoris Hollins| Jr.| Mariah Carey| Stuart Lowery| Jermaine Dupri| Bryan-Michael Cox| Johntá Austin,200310,52.0,139,694
svftw/165gNdyiga044Jts7Ghpjdd8z2DslUPWUAx80=,Tiësto| Oliver Heldens,Oliver Heldens|Tijs Verwest|Emily Warren|Scott Harris,205357,52.0,1609,17474
+QwI/K/ufw9QLLVB7HQ5ikllJt2gE4mkrWXcyn+ocZo=,溫嵐 (Landy Wen),周杰倫,265822,3.0,465,139
6sLxQPHcxzQ3RDxYw3Hk9jNxtAkjU8WZebbrMnI/G80=,江蕙 (Jody Jiang),Unknown,313469,10.0,465,2682
vNn/VNCf/hCoS0KKtOQYNCKT6BR18QzAUeVFadBXAIo=,Tori Kelly,Tori Kelly,197834,52.0,465,18206
eDr4NzugNpKz24qas6SN76JEzZTg2a6rfFf9SVbPPEQ=,喬幼,廖偉志,260255,10.0,465,13028
